ORDER_ID,VERSION_NBR,ORDER_STATUS_TYPE_CD
48026581,1,PAYMENT_REQUESTED
48063823,1,PAYMENT_REQUESTED
48023449,1,PAYMENT_REQUESTED
48054505,1,PAYMENT_REQUESTED
48019003,1,PAYMENT_REQUESTED
48057995,1,PAYMENT_REQUESTED
46436841,1,PAYMENT_REQUESTED
48065447,1,PAYMENT_REQUESTED
47317245,1,PAYMENT_REQUESTED
48053303,1,PAYMENT_REQUESTED
47773573,1,PAYMENT_REQUESTED
48052859,1,PAYMENT_REQUESTED
48061936,1,PAYMENT_REQUESTED
48048386,1,PAYMENT_REQUESTED
48057775,1,PAYMENT_REQUESTED
48051056,1,PAYMENT_REQUESTED
48057700,1,PAYMENT_REQUESTED
48055405,1,PAYMENT_REQUESTED
48052837,1,PAYMENT_REQUESTED
48053718,1,PAYMENT_REQUESTED
48050027,1,PAYMENT_REQUESTED
48053148,1,PAYMENT_REQUESTED
48055346,1,PAYMENT_REQUESTED
48056201,1,PAYMENT_REQUESTED
47787628,1,PAYMENT_REQUESTED
48007558,1,PAYMENT_REQUESTED
48035316,1,PAYMENT_REQUESTED
48057491,1,PAYMENT_REQUESTED
48057550,1,PAYMENT_REQUESTED
48054108,1,PAYMENT_REQUESTED
47995200,1,PAYMENT_REQUESTED
48048517,1,PAYMENT_REQUESTED
48052519,1,PAYMENT_REQUESTED
48024203,1,PAYMENT_REQUESTED
48063631,1,PAYMENT_REQUESTED
48060132,1,PAYMENT_REQUESTED
47987715,3,PAYMENT_REQUESTED
48048045,2,PAYMENT_REQUESTED
48041191,1,PAYMENT_REQUESTED
48056659,1,PAYMENT_REQUESTED
48050547,1,PAYMENT_REQUESTED
47315114,1,PAYMENT_REQUESTED
48059346,1,PAYMENT_REQUESTED
48064139,1,PAYMENT_REQUESTED
48057973,1,PAYMENT_REQUESTED
45977323,1,PAYMENT_REQUESTED
48056368,1,PAYMENT_REQUESTED
48041116,2,PAYMENT_REQUESTED
48055098,1,PAYMENT_REQUESTED
48054104,1,PAYMENT_REQUESTED
48051609,1,PAYMENT_REQUESTED
48060279,1,PAYMENT_REQUESTED
48062058,1,PAYMENT_REQUESTED
48050455,1,PAYMENT_REQUESTED
48013867,1,PAYMENT_REQUESTED
48042796,2,PAYMENT_REQUESTED
48003133,1,PAYMENT_REQUESTED
48051989,1,PAYMENT_REQUESTED
48056799,1,PAYMENT_REQUESTED
48052489,1,PAYMENT_REQUESTED
48061073,1,PAYMENT_REQUESTED
48054078,1,PAYMENT_REQUESTED
48046030,2,PAYMENT_REQUESTED
48052759,1,PAYMENT_REQUESTED
48042645,1,PAYMENT_REQUESTED
48066172,1,PAYMENT_REQUESTED
48042472,1,PAYMENT_REQUESTED
48063740,1,PAYMENT_REQUESTED
48056767,1,PAYMENT_REQUESTED
48030743,2,PAYMENT_REQUESTED
48057572,1,PAYMENT_REQUESTED
48052147,1,PAYMENT_REQUESTED
48031826,1,PAYMENT_REQUESTED
48045458,1,PAYMENT_REQUESTED
48024585,1,PAYMENT_REQUESTED
48052926,1,PAYMENT_REQUESTED
47743232,1,PAYMENT_REQUESTED
48057634,1,PAYMENT_REQUESTED
48041914,1,PAYMENT_REQUESTED
48059037,1,PAYMENT_REQUESTED
48003814,2,PAYMENT_REQUESTED
48041965,1,PAYMENT_REQUESTED
48052082,1,PAYMENT_REQUESTED
48058103,1,PAYMENT_REQUESTED
48057510,1,PAYMENT_REQUESTED
48051051,1,PAYMENT_REQUESTED
48060846,1,PAYMENT_REQUESTED
48053660,1,PAYMENT_REQUESTED
48041529,1,PAYMENT_REQUESTED
48052934,1,PAYMENT_REQUESTED
48056426,1,PAYMENT_REQUESTED
48047150,1,PAYMENT_REQUESTED
48051138,1,PAYMENT_REQUESTED
48054411,1,PAYMENT_REQUESTED
48026281,3,PAYMENT_REQUESTED
48057509,1,PAYMENT_REQUESTED
48056124,1,PAYMENT_REQUESTED
47854976,1,PAYMENT_REQUESTED
48048024,1,PAYMENT_REQUESTED
48057163,1,PAYMENT_REQUESTED
47227450,1,PAYMENT_REQUESTED
48031706,3,PAYMENT_REQUESTED
48029306,1,PAYMENT_REQUESTED
48052715,1,PAYMENT_REQUESTED
800123,1,PAYMENT_REQUESTED
48049375,1,PAYMENT_REQUESTED
48052451,1,PAYMENT_REQUESTED
48020447,1,PAYMENT_REQUESTED
48024616,2,PAYMENT_REQUESTED
48036371,1,PAYMENT_REQUESTED
47259034,1,PAYMENT_REQUESTED
48000308,1,PAYMENT_REQUESTED
48038972,1,PAYMENT_REQUESTED
48055190,1,PAYMENT_REQUESTED
48051499,1,PAYMENT_REQUESTED
48055875,1,PAYMENT_REQUESTED
48022023,3,PAYMENT_REQUESTED
48060943,1,PAYMENT_REQUESTED
48051607,1,PAYMENT_REQUESTED
48058108,1,PAYMENT_REQUESTED
48054166,1,PAYMENT_REQUESTED
48060427,1,PAYMENT_REQUESTED
48014903,1,PAYMENT_REQUESTED
48057381,1,PAYMENT_REQUESTED
48022222,1,PAYMENT_REQUESTED
48052669,1,PAYMENT_REQUESTED
48061850,1,PAYMENT_REQUESTED
48064583,1,PAYMENT_REQUESTED
48030015,2,PAYMENT_REQUESTED
48050947,1,PAYMENT_REQUESTED
48049914,1,PAYMENT_REQUESTED
48055533,1,PAYMENT_REQUESTED
48062819,1,PAYMENT_REQUESTED
48061884,1,PAYMENT_REQUESTED
48059619,1,PAYMENT_REQUESTED
48059356,1,PAYMENT_REQUESTED
47927268,1,PAYMENT_REQUESTED
48011532,1,PAYMENT_REQUESTED
47949396,1,PAYMENT_REQUESTED
48051926,1,PAYMENT_REQUESTED
48061867,1,PAYMENT_REQUESTED
48056077,1,PAYMENT_REQUESTED
48051791,1,PAYMENT_REQUESTED
48055393,1,PAYMENT_REQUESTED
47798235,1,PAYMENT_REQUESTED
48042273,1,PAYMENT_REQUESTED
47636626,1,PAYMENT_REQUESTED
48011392,1,PAYMENT_REQUESTED
48044248,1,PAYMENT_REQUESTED
48051222,1,PAYMENT_REQUESTED
48023316,1,PAYMENT_REQUESTED
48051755,1,PAYMENT_REQUESTED
48065470,1,PAYMENT_REQUESTED
48054376,1,PAYMENT_REQUESTED
48051209,1,PAYMENT_REQUESTED
48034370,1,PAYMENT_REQUESTED
47639958,1,PAYMENT_REQUESTED
48049792,1,PAYMENT_REQUESTED
48004393,1,PAYMENT_REQUESTED
47995147,2,PAYMENT_REQUESTED
48019651,1,PAYMENT_REQUESTED
48058402,1,PAYMENT_REQUESTED
48019452,1,PAYMENT_REQUESTED
48045131,1,PAYMENT_REQUESTED
48043425,4,PAYMENT_REQUESTED
47773688,1,PAYMENT_REQUESTED
47975058,1,PAYMENT_REQUESTED
48060832,1,PAYMENT_REQUESTED
48042001,1,PAYMENT_REQUESTED
48053884,1,PAYMENT_REQUESTED
48046807,1,PAYMENT_REQUESTED
48025828,3,PAYMENT_REQUESTED
48057359,1,PAYMENT_REQUESTED
48057052,1,PAYMENT_REQUESTED
48031858,1,PAYMENT_REQUESTED
48033837,1,PAYMENT_REQUESTED
48052204,1,PAYMENT_REQUESTED
48059948,1,PAYMENT_REQUESTED
47206518,1,PAYMENT_REQUESTED
48039523,1,PAYMENT_REQUESTED
48049923,1,PAYMENT_REQUESTED
48044383,1,PAYMENT_REQUESTED
48060574,1,PAYMENT_REQUESTED
48062482,1,PAYMENT_REQUESTED
48037696,1,PAYMENT_REQUESTED
48046187,1,PAYMENT_REQUESTED
46913923,1,PAYMENT_REQUESTED
48062833,1,PAYMENT_REQUESTED
48047017,1,PAYMENT_REQUESTED
48039862,1,PAYMENT_REQUESTED
47971862,1,PAYMENT_REQUESTED
48055315,1,PAYMENT_REQUESTED
48059065,1,PAYMENT_REQUESTED
48063076,1,PAYMENT_REQUESTED
48054550,1,PAYMENT_REQUESTED
48053938,1,PAYMENT_REQUESTED
48060975,1,PAYMENT_REQUESTED
47937245,1,PAYMENT_REQUESTED
48067045,1,PAYMENT_REQUESTED
48043085,1,PAYMENT_REQUESTED
48029018,1,PAYMENT_REQUESTED
48058183,1,PAYMENT_REQUESTED
48040480,1,PAYMENT_REQUESTED
48059144,1,PAYMENT_REQUESTED
48067130,1,PAYMENT_REQUESTED
48053939,1,PAYMENT_REQUESTED
48050382,1,PAYMENT_REQUESTED
48036114,1,PAYMENT_REQUESTED
48018854,1,PAYMENT_REQUESTED
48028923,1,PAYMENT_REQUESTED
48039319,2,PAYMENT_REQUESTED
48055291,1,PAYMENT_REQUESTED
48027496,1,PAYMENT_REQUESTED
48061996,1,PAYMENT_REQUESTED
45993267,1,PAYMENT_REQUESTED
48045885,1,PAYMENT_REQUESTED
47352459,1,PAYMENT_REQUESTED
48057863,1,PAYMENT_REQUESTED
800137,1,PAYMENT_REQUESTED
48013796,2,PAYMENT_REQUESTED
48046297,1,PAYMENT_REQUESTED
48063408,1,PAYMENT_REQUESTED
48062768,1,PAYMENT_REQUESTED
48055348,1,PAYMENT_REQUESTED
48051216,1,PAYMENT_REQUESTED
48052007,1,PAYMENT_REQUESTED
48050146,1,PAYMENT_REQUESTED
48020534,1,PAYMENT_REQUESTED
47960690,1,PAYMENT_REQUESTED
48052444,1,PAYMENT_REQUESTED
48052826,2,PAYMENT_REQUESTED
48043198,1,PAYMENT_REQUESTED
48049209,1,PAYMENT_REQUESTED
48052525,1,PAYMENT_REQUESTED
48053669,1,PAYMENT_REQUESTED
48047771,1,PAYMENT_REQUESTED
48043548,2,PAYMENT_REQUESTED
48061662,1,PAYMENT_REQUESTED
48043067,1,PAYMENT_REQUESTED
47007462,1,PAYMENT_REQUESTED
48043040,1,PAYMENT_REQUESTED
48045952,1,PAYMENT_REQUESTED
48054714,1,PAYMENT_REQUESTED
48047731,1,PAYMENT_REQUESTED
48054276,1,PAYMENT_REQUESTED
48053078,1,PAYMENT_REQUESTED
48027065,1,PAYMENT_REQUESTED
48047065,1,PAYMENT_REQUESTED
48062422,1,PAYMENT_REQUESTED
48066136,1,PAYMENT_REQUESTED
48057375,1,PAYMENT_REQUESTED
48056520,1,PAYMENT_REQUESTED
48058876,1,PAYMENT_REQUESTED
48049027,2,PAYMENT_REQUESTED
47062573,4,PAYMENT_REQUESTED
48041701,1,PAYMENT_REQUESTED
48058404,1,PAYMENT_REQUESTED
47655718,1,PAYMENT_REQUESTED
48060228,1,PAYMENT_REQUESTED
48066268,1,PAYMENT_REQUESTED
45330740,1,PAYMENT_REQUESTED
47675730,1,PAYMENT_REQUESTED
48057107,1,PAYMENT_REQUESTED
48059685,1,PAYMENT_REQUESTED
48050755,1,PAYMENT_REQUESTED
46407761,1,PAYMENT_REQUESTED
48044285,1,PAYMENT_REQUESTED
48052025,1,PAYMENT_REQUESTED
48058755,1,PAYMENT_REQUESTED
48055354,1,PAYMENT_REQUESTED
48053617,1,PAYMENT_REQUESTED
48048241,1,PAYMENT_REQUESTED
00066777,1,PAYMENT_REQUESTED
48058107,1,PAYMENT_REQUESTED
48057672,1,PAYMENT_REQUESTED
48058867,1,PAYMENT_REQUESTED
48058005,1,PAYMENT_REQUESTED
48054352,1,PAYMENT_REQUESTED
48058355,1,PAYMENT_REQUESTED
48028156,1,PAYMENT_REQUESTED
48046848,1,PAYMENT_REQUESTED
48030150,1,PAYMENT_REQUESTED
48056423,1,PAYMENT_REQUESTED
800127,1,PAYMENT_REQUESTED
48038716,2,PAYMENT_REQUESTED
48050158,1,PAYMENT_REQUESTED
48050768,1,PAYMENT_REQUESTED
48060381,1,PAYMENT_REQUESTED
48056820,1,PAYMENT_REQUESTED
48046143,1,PAYMENT_REQUESTED
46715766,1,PAYMENT_REQUESTED
47859412,1,PAYMENT_REQUESTED
48056693,1,PAYMENT_REQUESTED
48011644,1,PAYMENT_REQUESTED
48046628,1,PAYMENT_REQUESTED
48055371,1,PAYMENT_REQUESTED
48026386,1,PAYMENT_REQUESTED
48047885,1,PAYMENT_REQUESTED
48057598,1,PAYMENT_REQUESTED
48062496,1,PAYMENT_REQUESTED
48049058,1,PAYMENT_REQUESTED
48053265,1,PAYMENT_REQUESTED
48053532,1,PAYMENT_REQUESTED
48054136,1,PAYMENT_REQUESTED
48060861,1,PAYMENT_REQUESTED
47765037,1,PAYMENT_REQUESTED
48060902,1,PAYMENT_REQUESTED
48056156,1,PAYMENT_REQUESTED
48056998,1,PAYMENT_REQUESTED
48056545,1,PAYMENT_REQUESTED
47487995,1,PAYMENT_REQUESTED
48044767,1,PAYMENT_REQUESTED
48053652,1,PAYMENT_REQUESTED
48036279,1,PAYMENT_REQUESTED
48055138,1,PAYMENT_REQUESTED
48063615,1,PAYMENT_REQUESTED
48055160,1,PAYMENT_REQUESTED
48056947,1,PAYMENT_REQUESTED
48045267,1,PAYMENT_REQUESTED
48050791,1,PAYMENT_REQUESTED
48021076,1,PAYMENT_REQUESTED
48063772,1,PAYMENT_REQUESTED
48062941,1,PAYMENT_REQUESTED
48063238,1,PAYMENT_REQUESTED
48021811,1,PAYMENT_REQUESTED
47963388,1,PAYMENT_REQUESTED
47363493,1,PAYMENT_REQUESTED
43972447,1,PAYMENT_REQUESTED
48055011,1,PAYMENT_REQUESTED
48060047,1,PAYMENT_REQUESTED
48057503,1,PAYMENT_REQUESTED
48046600,1,PAYMENT_REQUESTED
48055169,1,PAYMENT_REQUESTED
47536748,1,PAYMENT_REQUESTED
48057987,1,PAYMENT_REQUESTED
48011186,1,PAYMENT_REQUESTED
48034357,1,PAYMENT_REQUESTED
48064766,1,PAYMENT_REQUESTED
48043122,1,PAYMENT_REQUESTED
48039829,1,PAYMENT_REQUESTED
48031482,1,PAYMENT_REQUESTED
46858559,1,PAYMENT_REQUESTED
48046230,1,PAYMENT_REQUESTED
48055983,1,PAYMENT_REQUESTED
48027509,1,PAYMENT_REQUESTED
48037506,1,PAYMENT_REQUESTED
48061422,1,PAYMENT_REQUESTED
44829479,1,PAYMENT_REQUESTED
48056962,1,PAYMENT_REQUESTED
48055845,1,PAYMENT_REQUESTED
48054801,1,PAYMENT_REQUESTED
47971890,1,PAYMENT_REQUESTED
47886314,1,PAYMENT_REQUESTED
48031958,1,PAYMENT_REQUESTED
47977198,1,PAYMENT_REQUESTED
48046920,1,PAYMENT_REQUESTED
48056233,1,PAYMENT_REQUESTED
48047120,1,PAYMENT_REQUESTED
48000556,2,PAYMENT_REQUESTED
48054563,1,PAYMENT_REQUESTED
48047242,1,PAYMENT_REQUESTED
48052595,1,PAYMENT_REQUESTED
47944791,1,PAYMENT_REQUESTED
47997993,1,PAYMENT_REQUESTED
48062574,1,PAYMENT_REQUESTED
48056490,1,PAYMENT_REQUESTED
48037914,1,PAYMENT_REQUESTED
48041696,1,PAYMENT_REQUESTED
48057054,1,PAYMENT_REQUESTED
48052217,1,PAYMENT_REQUESTED
48051554,1,PAYMENT_REQUESTED
48029681,1,PAYMENT_REQUESTED
48060953,1,PAYMENT_REQUESTED
48054273,1,PAYMENT_REQUESTED
48053018,1,PAYMENT_REQUESTED
47144843,1,PAYMENT_REQUESTED
48061006,1,PAYMENT_REQUESTED
48054110,1,PAYMENT_REQUESTED
48062730,1,PAYMENT_REQUESTED
48019135,4,PAYMENT_REQUESTED
48054732,1,PAYMENT_REQUESTED
48062829,1,PAYMENT_REQUESTED
48060159,1,PAYMENT_REQUESTED
48063014,1,PAYMENT_REQUESTED
48065309,1,PAYMENT_REQUESTED
48050907,1,PAYMENT_REQUESTED
45996579,1,PAYMENT_REQUESTED
47956020,1,PAYMENT_REQUESTED
48059897,1,PAYMENT_REQUESTED
48029049,1,PAYMENT_REQUESTED
48051905,1,PAYMENT_REQUESTED
48060318,1,PAYMENT_REQUESTED
48064632,1,PAYMENT_REQUESTED
48067362,1,PAYMENT_REQUESTED
48041495,1,PAYMENT_REQUESTED
48053117,1,PAYMENT_REQUESTED
47877390,1,PAYMENT_REQUESTED
48045015,1,PAYMENT_REQUESTED
48035101,1,PAYMENT_REQUESTED
48055638,1,PAYMENT_REQUESTED
48018676,1,PAYMENT_REQUESTED
47383982,1,PAYMENT_REQUESTED
48050171,1,PAYMENT_REQUESTED
48053690,1,PAYMENT_REQUESTED
48054474,1,PAYMENT_REQUESTED
48011963,1,PAYMENT_REQUESTED
47993638,1,PAYMENT_REQUESTED
48048611,1,PAYMENT_REQUESTED
48055996,1,PAYMENT_REQUESTED
48058068,1,PAYMENT_REQUESTED
48056666,1,PAYMENT_REQUESTED
48058577,1,PAYMENT_REQUESTED
47923546,1,PAYMENT_REQUESTED
48060611,1,PAYMENT_REQUESTED
48056041,1,PAYMENT_REQUESTED
48059587,1,PAYMENT_REQUESTED
48048717,1,PAYMENT_REQUESTED
48001147,2,PAYMENT_REQUESTED
48041198,1,PAYMENT_REQUESTED
48059047,1,PAYMENT_REQUESTED
48054871,1,PAYMENT_REQUESTED
48060437,1,PAYMENT_REQUESTED
48031921,1,PAYMENT_REQUESTED
48061680,1,PAYMENT_REQUESTED
46069814,1,PAYMENT_REQUESTED
48055308,2,PAYMENT_REQUESTED
48004091,1,PAYMENT_REQUESTED
48018222,1,PAYMENT_REQUESTED
48062667,1,PAYMENT_REQUESTED
48047956,1,PAYMENT_REQUESTED
47968594,1,PAYMENT_REQUESTED
48049621,1,PAYMENT_REQUESTED
48051115,1,PAYMENT_REQUESTED
48026100,2,PAYMENT_REQUESTED
48056781,1,PAYMENT_REQUESTED
48017902,1,PAYMENT_REQUESTED
48033242,1,PAYMENT_REQUESTED
48030838,1,PAYMENT_REQUESTED
48061082,1,PAYMENT_REQUESTED
48032958,3,PAYMENT_REQUESTED
48049252,1,PAYMENT_REQUESTED
48055700,1,PAYMENT_REQUESTED
48029578,1,PAYMENT_REQUESTED
48029100,1,PAYMENT_REQUESTED
48055168,1,PAYMENT_REQUESTED
48051189,1,PAYMENT_REQUESTED
48049889,1,PAYMENT_REQUESTED
45195793,1,PAYMENT_REQUESTED
48062729,1,PAYMENT_REQUESTED
48061856,1,PAYMENT_REQUESTED
48059534,1,PAYMENT_REQUESTED
48054414,1,PAYMENT_REQUESTED
48058614,1,PAYMENT_REQUESTED
48060769,1,PAYMENT_REQUESTED
48025611,1,PAYMENT_REQUESTED
47812855,1,PAYMENT_REQUESTED
48056087,1,PAYMENT_REQUESTED
48059972,1,PAYMENT_REQUESTED
48057575,1,PAYMENT_REQUESTED
48059067,1,PAYMENT_REQUESTED
48031603,1,PAYMENT_REQUESTED
48059484,3,PAYMENT_REQUESTED
47675163,1,PAYMENT_REQUESTED
48022914,1,PAYMENT_REQUESTED
48059726,1,PAYMENT_REQUESTED
48029473,1,PAYMENT_REQUESTED
48044790,1,PAYMENT_REQUESTED
48039965,1,PAYMENT_REQUESTED
48061403,1,PAYMENT_REQUESTED
47880241,1,PAYMENT_REQUESTED
48045054,1,PAYMENT_REQUESTED
48052515,1,PAYMENT_REQUESTED
48050809,1,PAYMENT_REQUESTED
48060690,1,PAYMENT_REQUESTED
48053165,1,PAYMENT_REQUESTED
48044542,2,PAYMENT_REQUESTED
48045311,1,PAYMENT_REQUESTED
48053793,1,PAYMENT_REQUESTED
47432072,1,PAYMENT_REQUESTED
48045433,1,PAYMENT_REQUESTED
48059627,1,PAYMENT_REQUESTED
48060018,1,PAYMENT_REQUESTED
48054232,1,PAYMENT_REQUESTED
48046047,2,PAYMENT_REQUESTED
48041310,1,PAYMENT_REQUESTED
48057740,1,PAYMENT_REQUESTED
48055511,1,PAYMENT_REQUESTED
48056646,1,PAYMENT_REQUESTED
48060008,1,PAYMENT_REQUESTED
47817712,1,PAYMENT_REQUESTED
48046964,1,PAYMENT_REQUESTED
48054388,1,PAYMENT_REQUESTED
48044406,1,PAYMENT_REQUESTED
48044264,1,PAYMENT_REQUESTED
47993005,1,PAYMENT_REQUESTED
48059118,1,PAYMENT_REQUESTED
48052462,1,PAYMENT_REQUESTED
48056222,1,PAYMENT_REQUESTED
48060035,1,PAYMENT_REQUESTED
48053424,1,PAYMENT_REQUESTED
48055987,1,PAYMENT_REQUESTED
46598097,1,PAYMENT_REQUESTED
48052421,1,PAYMENT_REQUESTED
48058406,1,PAYMENT_REQUESTED
48035968,1,PAYMENT_REQUESTED
48041278,2,PAYMENT_REQUESTED
48058163,1,PAYMENT_REQUESTED
47918930,2,PAYMENT_REQUESTED
48052034,1,PAYMENT_REQUESTED
48034661,2,PAYMENT_REQUESTED
48028943,1,PAYMENT_REQUESTED
48052722,1,PAYMENT_REQUESTED
48047247,1,PAYMENT_REQUESTED
48056719,1,PAYMENT_REQUESTED
48064554,1,PAYMENT_REQUESTED
48059157,1,PAYMENT_REQUESTED
48027118,1,PAYMENT_REQUESTED
48055484,1,PAYMENT_REQUESTED
48058240,1,PAYMENT_REQUESTED
48030586,1,PAYMENT_REQUESTED
48054260,1,PAYMENT_REQUESTED
48048213,1,PAYMENT_REQUESTED
48058890,2,PAYMENT_REQUESTED
48030323,1,PAYMENT_REQUESTED
48051238,1,PAYMENT_REQUESTED
48004477,3,PAYMENT_REQUESTED
48061521,1,PAYMENT_REQUESTED
48027224,1,PAYMENT_REQUESTED
48045451,1,PAYMENT_REQUESTED
48052185,1,PAYMENT_REQUESTED
48030538,1,PAYMENT_REQUESTED
800125,1,PAYMENT_REQUESTED
47978807,1,PAYMENT_REQUESTED
48041537,1,PAYMENT_REQUESTED
48051400,1,PAYMENT_REQUESTED
48055237,1,PAYMENT_REQUESTED
800130,1,PAYMENT_REQUESTED
47446218,1,PAYMENT_REQUESTED
48057496,1,PAYMENT_REQUESTED
46261242,1,PAYMENT_REQUESTED
48034192,1,PAYMENT_REQUESTED
47962779,1,PAYMENT_REQUESTED
48053426,2,PAYMENT_REQUESTED
48052919,1,PAYMENT_REQUESTED
47974135,1,PAYMENT_REQUESTED
48025363,1,PAYMENT_REQUESTED
47958221,1,PAYMENT_REQUESTED
48014788,1,PAYMENT_REQUESTED
48065219,1,PAYMENT_REQUESTED
48028405,2,PAYMENT_REQUESTED
48027249,1,PAYMENT_REQUESTED
48045920,1,PAYMENT_REQUESTED
48053597,1,PAYMENT_REQUESTED
48044669,1,PAYMENT_REQUESTED
47935194,1,PAYMENT_REQUESTED
48049325,1,PAYMENT_REQUESTED
48038374,1,PAYMENT_REQUESTED
48059465,1,PAYMENT_REQUESTED
48044659,1,PAYMENT_REQUESTED
48041852,1,PAYMENT_REQUESTED
48062929,1,PAYMENT_REQUESTED
48054976,1,PAYMENT_REQUESTED
48050932,1,PAYMENT_REQUESTED
48066027,1,PAYMENT_REQUESTED
48057565,1,PAYMENT_REQUESTED
48059258,1,PAYMENT_REQUESTED
48030277,1,PAYMENT_REQUESTED
48022420,1,PAYMENT_REQUESTED
48059029,1,PAYMENT_REQUESTED
48037806,1,PAYMENT_REQUESTED
48052030,1,PAYMENT_REQUESTED
48057721,1,PAYMENT_REQUESTED
48020732,1,PAYMENT_REQUESTED
48053830,1,PAYMENT_REQUESTED
48015189,1,PAYMENT_REQUESTED
48048726,2,PAYMENT_REQUESTED
46725206,1,PAYMENT_REQUESTED
44667651,1,PAYMENT_REQUESTED
48059305,1,PAYMENT_REQUESTED
48053009,1,PAYMENT_REQUESTED
48040841,1,PAYMENT_REQUESTED
48054146,1,PAYMENT_REQUESTED
48062977,1,PAYMENT_REQUESTED
48046344,1,PAYMENT_REQUESTED
00066778,1,PAYMENT_REQUESTED
48059574,1,PAYMENT_REQUESTED
48030274,1,PAYMENT_REQUESTED
48056424,1,PAYMENT_REQUESTED
47827430,1,PAYMENT_REQUESTED
47735281,1,PAYMENT_REQUESTED
48052755,3,PAYMENT_REQUESTED
48050459,2,PAYMENT_REQUESTED
48049053,2,PAYMENT_REQUESTED
48056822,1,PAYMENT_REQUESTED
48059247,1,PAYMENT_REQUESTED
48054177,1,PAYMENT_REQUESTED
48050276,1,PAYMENT_REQUESTED
48035565,1,PAYMENT_REQUESTED
